Names,,,,Hours,Minutes,Seconds,RA,Sign,Degrees,Minutes,Seconds,Dec,,Abs. Mag,Distance   (parsecs),App. Mag,Star Class,,,,,,Lat Conversion,Lon Conversion,,Latitude,Longitude
RS 1234-340-4-3201-50,,,,16,8,42.78,16.14521667,-1,-10,9,49.24,-10.16367778,,0.13,178.83,6.39,B8.8 V,,,,,,10.16367778,62.17825,,10.16367778,62.17825
RS 1234-340-3-400-10,,,,16,1,25.71,16.02380833,-1,-15,42,8.16,-15.70226667,,-0.52,124.82,4.96,B6.2 V,,,,,,15.70226667,60.357125,,15.70226667,60.357125
RS 1234-340-3-180-45,,,,16,10,35.55,16.17654167,-1,-18,9,52.59,-18.16460833,,-1.3,277.92,5.92,B3.1 V,,,,,,18.16460833,62.648125,,18.16460833,62.648125
RS 1234-340-3-400-112,,,,15,43,36.18,15.72671667,-1,-15,49,53.87,-15.83163056,,-1.07,232.49,5.76,B4 V,,,,,,15.83163056,55.90075,,15.83163056,55.90075
RS 1234-340-4-3200-253,,,,15,26,16.24,15.43784444,-1,-12,38,31.14,-12.64198333,,0.34,134.86,5.99,B9.7 V,,,,,,12.64198333,51.56766667,,12.64198333,51.56766667
RS 1234-340-3-400-97,,,,14,50,23.75,14.83993056,-1,-14,51,23.59,-14.85655278,,-0.68,254.87,6.35,B5.6 V,,,,,,14.85655278,42.59895833,,14.85655278,42.59895833
RS 1234-340-3-400-36,,,,14,47,52.97,14.79804722,-1,-18,35,47.03,-18.59639722,,-0.26,137.56,5.43,B7.3 V,,,,,,18.59639722,41.97070833,,18.59639722,41.97070833
RS 1234-340-4-3200-181,,,,14,9,28.35,14.157875,-1,-19,15,38.19,-19.26060833,,0.06,134.36,5.70,B8.5 V,,,,,,19.26060833,32.368125,,19.26060833,32.368125
RS 1234-340-4-3200-187,,,,14,4,56.09,14.08224722,-1,-18,22,4.99,-18.36805278,,0.12,160.42,6.15,B8.8 V,,,,,,18.36805278,31.23370833,,18.36805278,31.23370833
RS 1234-340-4-3200-61,,,,14,3,30.55,14.05848611,-1,-15,28,31.55,-15.47543056,,0.01,149.02,5.88,B8.3 V,,,,,,15.47543056,30.87729167,,15.47543056,30.87729167
RS 1234-340-4-3200-265,,,,13,21,43.16,13.36198889,-1,-12,16,52.97,-12.28138056,,0.23,163.9,6.30,B9.2 V,,,,,,12.28138056,20.42983333,,12.28138056,20.42983333
RS 1234-340-3-386-56,,,,13,11,22.09,13.18946944,-1,-11,1,40.44,-11.0279,,-0.56,235.37,6.30,B6.1 V,,,,,,11.0279,17.84204167,,11.0279,17.84204167
RS 1234-340-3-166-186,,,,13,10,15.26,13.17090556,-1,-18,15,37.03,-18.26028611,,-0.86,256.09,6.18,B4.9 V,,,,,,18.26028611,17.56358333,,18.26028611,17.56358333
RS 1234-340-4-1444-69,,,,13,12,31.49,13.20874722,-1,-19,39,35.45,-19.65984722,,0.11,151.17,6.01,B8.7 V,,,,,,19.65984722,18.13120833,,19.65984722,18.13120833
RS 1234-340-4-3200-218,,,,12,47,15.62,12.78767222,-1,-10,12,13.89,-10.20385833,,0.14,157.4,6.13,B8.8 V,,,,,,10.20385833,11.81508333,,10.20385833,11.81508333
RS 1234-340-3-166-139,,,,12,39,5.59,12.65155278,-1,-19,43,53.08,-19.73141111,,-1.59,228.51,5.20,B2 V,,,,,,19.73141111,9.773291667,,19.73141111,9.773291667
RS 1234-340-2-20-93,,,,12,21,2.85,12.35079167,-1,-16,50,9.53,-16.83598056,,-1.79,189.22,4.59,B1.2 V,,,,,,16.83598056,5.261875,,16.83598056,5.261875
RS 1234-340-3-386-100,,,,12,14,27.59,12.24099722,-1,-13,48,54.19,-13.81505278,,-0.88,238.95,6.01,B4.8 V,,,,,,13.81505278,3.614958333,,13.81505278,3.614958333
RS 1234-340-4-3200-171,,,,12,9,12.86,12.15357222,-1,-17,20,52.1,-17.34780556,,0.18,104.54,5.28,B9 V,,,,,,17.34780556,2.303583333,,17.34780556,2.303583333
RS 1234-340-3-166-19,,,,12,7,12.9,12.12025,-1,-19,29,43.87,-19.49551944,,-1.34,290.44,5.98,B3 V,,,,,,19.49551944,1.80375,,19.49551944,1.80375
RS 1234-340-4-3200-250,,,,11,56,20.56,11.93904444,-1,-10,33,20.48,-10.55568889,,-0.05,140.2,5.68,B8.1 V,,,,,,10.55568889,-0.914333333,,10.55568889,-0.914333333
RS 1234-340-3-386-26,,,,11,43,43.27,11.72868611,-1,-10,15,1.81,-10.25050278,,-1.34,284.84,5.93,B3 V,,,,,,10.25050278,-4.069708333,,10.25050278,-4.069708333
RS 1234-340-3-166-54,,,,11,27,8.53,11.45236944,-1,-16,33,57.21,-16.56589167,,-1.43,252.72,5.58,B2.6 V,,,,,,16.56589167,-8.214458333,,16.56589167,-8.214458333
RS 1234-340-3-166-44,,,,11,15,4.14,11.25115,-1,-18,19,54.15,-18.33170833,,-1.65,354.64,6.10,B1.7 V,,,,,,18.33170833,-11.23275,,18.33170833,-11.23275
RS 1234-340-3-166-21,,,,11,14,47.3,11.24647222,-1,-18,46,53.48,-18.78152222,,-1.25,216.75,5.43,B3.3 V,,,,,,18.78152222,-11.30291667,,18.78152222,-11.30291667
RS 1234-340-4-3090-34,,,,11,17,15.83,11.28773056,-1,-12,51,15.99,-12.85444167,,0.11,161.78,6.15,B8.7 V,,,,,,12.85444167,-10.68404167,,12.85444167,-10.68404167
RS 1234-340-2-20-34,,,,11,15,41.62,11.26156111,-1,-12,10,34.78,-12.17632778,,-1.83,338.2,5.82,B1 V,,,,,,12.17632778,-11.07658333,,12.17632778,-11.07658333
RS 1234-285-4-2029-256,,,,10,37,14.91,10.62080833,-1,-11,35,17.77,-11.58826944,,0.01,143.15,5.79,B8.3 V,,,,,,11.58826944,-20.687875,,11.58826944,-20.687875
RS 1234-285-3-239-58,,,,10,34,57.89,10.58274722,-1,-13,18,7.97,-13.30221389,,-0.92,256.93,6.13,B4.6 V,,,,,,13.30221389,-21.25879167,,13.30221389,-21.25879167
RS 1234-285-3-239-125,,,,10,28,48.45,10.480125,-1,-13,36,43.14,-13.61198333,,-1.51,326.43,6.06,B2.3 V,,,,,,13.61198333,-22.798125,,13.61198333,-22.798125
RS 1234-285-3-239-68,,,,10,14,36.57,10.24349167,-1,-14,10,41.64,-14.17823333,,-1.48,230.13,5.33,B2.4 V,,,,,,14.17823333,-26.347625,,14.17823333,-26.347625
RS 1234-285-3-239-60,,,,10,44,33.47,10.74263056,-1,-15,57,33.83,-15.95939722,,-1.54,351.44,6.19,B2.2 V,,,,,,15.95939722,-18.86054167,,15.95939722,-18.86054167
RS 1234-285-3-239-165,,,,10,8,40.17,10.14449167,-1,-16,7,51.08,-16.13085556,,-0.86,236.91,6.01,B4.9 V,,,,,,16.13085556,-27.832625,,16.13085556,-27.832625
RS 1234-285-3-239-1,,,,10,44,49.7,10.74713889,-1,-17,15,3.75,-17.25104167,,-1.14,236.56,5.73,B3.8 V,,,,,,17.25104167,-18.79291667,,17.25104167,-18.79291667
RS 1234-285-4-2029-81,,,,10,35,3.04,10.58417778,-1,-17,38,57.01,-17.64916944,,0.14,106.59,5.28,B8.9 V,,,,,,17.64916944,-21.23733333,,17.64916944,-21.23733333
RS 1234-285-3-239-89,,,,10,3,55.67,10.06546389,-1,-18,41,56.35,-18.69898611,,-0.96,259.98,6.11,B4.5 V,,,,,,18.69898611,-29.01804167,,18.69898611,-29.01804167
RS 1234-285-3-239-27,,,,10,54,25.04,10.90695556,-1,-17,56,21.7,-17.93936111,,-1.57,401.53,6.45,B2 V,,,,,,17.93936111,-16.39566667,,17.93936111,-16.39566667
RS 1234-340-3-166-31,,,,10,58,36.42,10.97678333,-1,-18,38,7.97,-18.63554722,,-0.62,256.34,6.42,B5.8 V,,,,,,18.63554722,-15.34825,,18.63554722,-15.34825
RS 1234-285-3-239-137,,,,9,50,56.2,9.848944444,-1,-11,29,9.25,-11.48590278,,-1.38,361.42,6.41,B2.8 V,,,,,,11.48590278,-32.26583333,,11.48590278,-32.26583333
RS 1234-285-3-239-115,,,,9,53,35.26,9.893127778,-1,-11,31,57.85,-11.53273611,,-1.41,357.47,6.36,B2.7 V,,,,,,11.53273611,-31.60308333,,11.53273611,-31.60308333
RS 1234-285-4-2029-82,,,,9,34,50.35,9.580652778,-1,-11,22,58.65,-11.38295833,,0.33,131.67,5.93,B9.6 V,,,,,,11.38295833,-36.29020833,,11.38295833,-36.29020833
RS 1234-285-3-239-64,,,,9,29,15.99,9.487775,-1,-10,10,59.37,-10.18315833,,-1.39,352.43,6.35,B2.7 V,,,,,,10.18315833,-37.683375,,10.18315833,-37.683375
RS 1234-285-3-239-28,,,,9,53,14.63,9.887397222,-1,-12,51,1.78,-12.85049444,,-0.55,168.42,5.58,B6.1 V,,,,,,12.85049444,-31.68904167,,12.85049444,-31.68904167
RS 1234-285-3-239-51,,,,9,49,9.27,9.819241667,-1,-15,36,26.68,-15.60741111,,-0.76,241.76,6.16,B5.3 V,,,,,,15.60741111,-32.711375,,15.60741111,-32.711375
RS 1234-285-3-239-175,,,,9,26,29.37,9.441491667,-1,-14,57,22.99,-14.95638611,,-1.68,354.15,6.07,B1.6 V,,,,,,14.95638611,-38.377625,,14.95638611,-38.377625
RS 1234-285-3-239-99,,,,9,28,20.27,9.472297222,-1,-17,55,48.79,-17.93021944,,-1.47,269.63,5.68,B2.4 V,,,,,,17.93021944,-37.91554167,,17.93021944,-37.91554167
RS 1234-285-4-2029-4,,,,9,13,59.07,9.233075,-1,-17,52,21.76,-17.87271111,,0.38,168.7,6.52,B9.8 V,,,,,,17.87271111,-41.503875,,17.87271111,-41.503875
RS 1234-285-3-239-14,,,,8,9,37.21,8.160336111,-1,-18,42,56.55,-18.71570833,,-1.24,229.54,5.56,B3.4 V,,,,,,18.71570833,-57.59495833,,18.71570833,-57.59495833
RS 1234-285-3-239-126,,,,8,5,38.28,8.093966667,-1,-19,15,35.61,-19.25989167,,-0.58,237.92,6.30,B6 V,,,,,,19.25989167,-58.5905,,19.25989167,-58.5905
RS 1234-285-2-29-128,,,,8,39,39.21,8.660891667,-1,-10,5,44.49,-10.09569167,,-2.03,259.48,5.04,B0.2 V,,,,,,10.09569167,-50.086625,,10.09569167,-50.086625
RS 1234-285-4-2029-166,,,,8,28,52.82,8.481338889,-1,-12,46,15.2,-12.77088889,,0.38,149.2,6.25,B9.8 V,,,,,,12.77088889,-52.77991667,,12.77088889,-52.77991667
RS 1234-285-4-2029-71,,,,8,12,15.14,8.204205556,-1,-11,35,11.17,-11.58643611,,0.24,135.64,5.90,B9.3 V,,,,,,11.58643611,-56.93691667,,11.58643611,-56.93691667
RS 1234-285-4-2029-21,,,,7,48,12.66,7.803516667,-1,-17,20,45.93,-17.34609167,,-0.08,189.72,6.31,B8 V,,,,,,17.34609167,-62.94725,,17.34609167,-62.94725
RS 1234-285-3-239-43,,,,7,44,34.23,7.742841667,-1,-17,14,35.98,-17.24332778,,-1.02,281.12,6.22,B4.2 V,,,,,,17.24332778,-63.857375,,17.24332778,-63.857375
RS 1234-285-3-253-86,,,,7,21,0.85,7.350236111,-1,-11,59,54.32,-11.99842222,,-0.31,213.82,6.34,B7.1 V,,,,,,11.99842222,-69.74645833,,11.99842222,-69.74645833
RS 1234-285-4-2029-11,,,,6,56,50.91,6.947475,-1,-13,26,7.12,-13.43531111,,0.08,160.05,6.10,B8.6 V,,,,,,13.43531111,-75.787875,,13.43531111,-75.787875
RS 1234-285-3-253-36,,,,6,56,59.18,6.949772222,-1,-17,6,19.8,-17.1055,,-1.51,220.35,5.21,B2.3 V,,,,,,17.1055,-75.75341667,,17.1055,-75.75341667
RS 1234-285-3-253-58,,,,6,50,37.42,6.843727778,-1,-17,47,21.41,-17.78928056,,-1.43,314.87,6.06,B2.6 V,,,,,,17.78928056,-77.34408333,,17.78928056,-77.34408333
RS 1234-285-3-253-111,,,,6,24,28.15,6.407819444,-1,-13,48,31.45,-13.80873611,,-0.3,167.71,5.82,B7.1 V,,,,,,13.80873611,-83.88270833,,13.80873611,-83.88270833
RS 1234-285-2-31-43,,,,6,22,36.51,6.376808333,-1,-11,21,36.38,-11.36010556,,-1.94,238.93,4.95,B0.6 V,,,,,,11.36010556,-84.347875,,11.36010556,-84.347875
RS 1234-285-3-253-34,,,,6,1,38.73,6.027425,-1,-10,30,37.62,-10.51045,,-0.72,217.82,5.97,B5.4 V,,,,,,10.51045,-89.588625,,10.51045,-89.588625
RS 1234-285-4-2029-0,,,,5,42,49.88,5.713855556,-1,-12,14,43.51,-12.24541944,,0.36,128.6,5.91,B9.7 V,,,,,,12.24541944,-94.29216667,,12.24541944,-94.29216667
RS 1234-285-3-253-121,,,,5,27,17.13,5.454758333,-1,-13,0,58.07,-13.01613056,,-1.36,286.95,5.93,B2.9 V,,,,,,13.01613056,-98.178625,,13.01613056,-98.178625
RS 1234-285-4-2029-10,,,,5,18,0.52,5.300144444,-1,-14,23,44.47,-14.39568611,,0.1,147.77,5.95,B8.7 V,,,,,,14.39568611,-100.4978333,,14.39568611,-100.4978333
RS 1234-285-3-253-137,,,,5,7,5.83,5.118286111,-1,-17,23,28.38,-17.39121667,,-1.12,282.56,6.14,B3.9 V,,,,,,17.39121667,-103.2257083,,17.39121667,-103.2257083
RS 1234-285-4-2031-195,,,,4,54,15.37,4.904269444,-1,-15,9,25.45,-15.15706944,,0.35,152.28,6.26,B9.7 V,,,,,,15.15706944,-106.4359583,,15.15706944,-106.4359583
RS 1234-285-3-253-117,,,,3,56,33.39,3.942608333,-1,-11,0,28.31,-11.00786389,,-0.58,130.44,5.00,B6 V,,,,,,11.00786389,-120.860875,,11.00786389,-120.860875
RS 1234-285-4-2031-107,,,,3,50,48.18,3.846716667,-1,-10,50,31.03,-10.84195278,,0.4,122.21,5.84,B9.9 V,,,,,,10.84195278,-122.29925,,10.84195278,-122.29925
RS 1234-285-3-253-64,,,,3,42,45.62,3.712672222,-1,-12,11,37.44,-12.19373333,,-1.56,322.8,5.98,B2.1 V,,,,,,12.19373333,-124.3099167,,12.19373333,-124.3099167
RS 1234-285-4-2031-229,,,,3,41,1.59,3.683775,-1,-16,51,27.94,-16.85776111,,-0.01,107.7,5.15,B8.3 V,,,,,,16.85776111,-124.743375,,16.85776111,-124.743375
RS 1234-285-4-2030-13,,,,3,27,16.46,3.454572222,-1,-15,38,47.22,-15.64645,,0.04,188.61,6.42,B8.5 V,,,,,,15.64645,-128.1814167,,15.64645,-128.1814167
RS 1234-285-3-255-139,,,,3,20,22.17,3.339491667,-1,-15,44,44,-15.74555556,,-1.62,368.1,6.21,B1.8 V,,,,,,15.74555556,-129.907625,,15.74555556,-129.907625
RS 1234-285-3-255-185,,,,3,4,46.37,3.079547222,-1,-17,24,30.33,-17.408425,,-1.53,330.93,6.07,B2.2 V,,,,,,17.408425,-133.8067917,,17.408425,-133.8067917
RS 1234-285-4-2031-159,,,,2,7,38.93,2.127480556,-1,-17,48,54.26,-17.81507222,,-0.14,191.5,6.27,B7.8 V,,,,,,17.81507222,-148.0877917,,17.81507222,-148.0877917
RS 1234-285-4-2031-46,,,,1,57,40.09,1.961136111,-1,-6,13,57.56,-6.232655556,,0.23,149.65,6.11,B9.2 V,,,,,,6.232655556,-150.5829583,,6.232655556,-150.5829583
RS 1234-285-3-253-103,,,,1,53,23.62,1.889894444,-1,-7,40,47.73,-7.679925,,-0.22,186.24,6.13,B7.5 V,,,,,,7.679925,-151.6515833,,7.679925,-151.6515833
RS 1234-285-4-2031-150,,,,1,37,52.17,1.631158333,-1,-1,57,47.27,-1.963130556,,0.16,163.01,6.22,B8.9 V,,,,,,1.963130556,-155.532625,,1.963130556,-155.532625
RS 1234-285-3-255-108,,,,1,31,114.16,1.548377778,-1,-3,16,32.75,-3.275763889,,-1.65,208.82,4.95,B1.7 V,,,,,,3.275763889,-156.7743333,,3.275763889,-156.7743333
RS 1234-285-4-2031-144,,,,1,11,36.16,1.193377778,-1,-9,4,48.56,-9.080155556,,0.22,161.05,6.25,B9.2 V,,,,,,9.080155556,-162.0993333,,9.080155556,-162.0993333
RS 1234-285-3-255-119,,,,0,47,27.94,0.791094444,-1,-4,19,9.48,-4.3193,,-1.36,342.4,6.31,B2.9 V,,,,,,4.3193,-168.1335833,,4.3193,-168.1335833
RS 1234-285-3-255-62,,,,0,39,40.91,0.661363889,-1,-2,45,3.79,-2.751052778,,-0.32,213.35,6.33,B7.1 V,,,,,,2.751052778,-170.0795417,,2.751052778,-170.0795417
RS 1234-285-3-255-50,,,,0,24,25.89,0.407191667,-1,-4,17,40.67,-4.294630556,,-1.47,203.85,5.08,B2.5 V,,,,,,4.294630556,-173.892125,,4.294630556,-173.892125
RS 1234-285-3-255-154,,,,0,13,12.66,0.220183333,-1,-4,24,7.9,-4.402194444,,-0.73,248.75,6.25,B5.4 V,,,,,,4.402194444,-176.69725,,4.402194444,-176.69725
RS 1234-285-4-2031-72,,,,0,6,48.49,0.113469444,-1,-3,21,38.25,-3.360625,,-0.06,142.75,5.71,B8.1 V,,,,,,3.360625,-178.2979583,,3.360625,-178.2979583
RS 1234-285-3-255-186,,,,0,8,53.21,0.148113889,-1,-4,52,39.97,-4.877769444,,-1.43,281.29,5.82,B2.6 V,,,,,,4.877769444,-177.7782917,,4.877769444,-177.7782917
RS 1234-285-4-2031-116,,,,0,5,26,0.090555556,-1,-6,18,2.71,-6.300752778,,-0.04,110.92,5.19,B8.2 V,,,,,,6.300752778,-178.6416667,,6.300752778,-178.6416667
RS 1234-285-3-255-86,,,,23,52,38.17,23.87726944,-1,-3,47,12.47,-3.786797222,,-1.68,287.95,5.62,B1.6 V,,,,,,3.786797222,178.1590417,,3.786797222,178.1590417
RS 1234-285-3-255-201,,,,23,51,13.57,23.85376944,-1,-9,20,24.09,-9.340025,,-1.64,303.05,5.77,B1.8 V,,,,,,9.340025,177.8065417,,9.340025,177.8065417
RS 1234-285-3-255-194,,,,23,45,8.55,23.752375,-1,-9,2,8.3,-9.035638889,,-1.13,326.76,6.44,B3.8 V,,,,,,9.035638889,176.285625,,9.035638889,176.285625
RS 1234-285-3-255-45,,,,23,36,2.58,23.60071667,-1,-4,43,19.1,-4.721972222,,-0.93,228.89,5.87,B4.6 V,,,,,,4.721972222,174.01075,,4.721972222,174.01075
RS 1234-285-3-255-23,,,,23,32,14.87,23.53746389,-1,-1,32,34.54,-1.542927778,,-1.09,305.22,6.33,B4 V,,,,,,1.542927778,173.0619583,,1.542927778,173.0619583
RS 1234-285-3-255-8,,,,23,28,23.48,23.47318889,-1,-2,17,44.17,-2.295602778,,-1.68,339.82,5.98,B1.6 V,,,,,,2.295602778,172.0978333,,2.295602778,172.0978333
RS 1234-340-3-182-49,,,,23,5,17.48,23.08818889,-1,-1,38,11.09,-1.636413889,,-1.04,307.39,6.40,B4.2 V,,,,,,1.636413889,166.3228333,,1.636413889,166.3228333
RS 1234-340-3-182-53,,,,23,15,36.67,23.26018611,-1,-7,42,45.21,-7.712558333,,-1.57,211.3,5.05,B2.1 V,,,,,,7.712558333,168.9027917,,7.712558333,168.9027917
RS 1234-340-3-182-87,,,,22,58,0.19,22.96671944,-1,-4,24,10.05,-4.402791667,,-1.53,195.93,4.93,B2.2 V,,,,,,4.402791667,164.5007917,,4.402791667,164.5007917
RS 1234-340-3-182-140,,,,22,58,34.19,22.97616389,-1,-4,38,36.72,-4.643533333,,-1.63,384.77,6.30,B1.8 V,,,,,,4.643533333,164.6424583,,4.643533333,164.6424583
RS 1234-342-2-4-53,,,,22,46,39.73,22.77770278,-1,-4,41,59.03,-4.699730556,,-1.95,434.43,6.24,B0.5 V,,,,,,4.699730556,161.6655417,,4.699730556,161.6655417
RS 1234-340-3-182-94,,,,22,51,15.63,22.85434167,-1,-5,51,13.63,-5.853786111,,-1.63,359.29,6.15,B1.8 V,,,,,,5.853786111,162.815125,,5.853786111,162.815125
RS 1234-340-2-22-6,,,,22,58,40.14,22.97781667,-1,-8,55,23.48,-8.923188889,,-2.04,406.35,6.00,B0.2 V,,,,,,8.923188889,164.66725,,8.923188889,164.66725
RS 1234-340-3-182-151,,,,22,46,38.29,22.77730278,-1,-9,51,1.08,-9.8503,,-0.32,222.67,6.42,B7.1 V,,,,,,9.8503,161.6595417,,9.8503,161.6595417
RS 1234-340-3-180-173,,,,22,40,43.44,22.67873333,-1,-5,55,27.52,-5.924311111,,-0.56,134.99,5.09,B6.1 V,,,,,,5.924311111,160.181,,5.924311111,160.181
RS 1234-340-4-1460-5,,,,22,35,48.42,22.59678333,-1,-6,9,45.02,-6.162505556,,0.01,164.58,6.09,B8.3 V,,,,,,6.162505556,158.95175,,6.162505556,158.95175
RS 1234-340-3-182-25,,,,22,40,8.43,22.66900833,-1,-4,47,7.45,-4.785402778,,-1.07,225.03,5.69,B4.1 V,,,,,,4.785402778,160.035125,,4.785402778,160.035125
RS 1234-340-4-1446-202,,,,22,29,11.55,22.48654167,-1,-2,22,28.69,-2.374636111,,-0.12,124.17,5.35,B7.8 V,,,,,,2.374636111,157.298125,,2.374636111,157.298125
RS 1234-340-3-182-24,,,,22,28,7.08,22.46863333,-1,-6,53,22.22,-6.889505556,,-0.91,184.32,5.42,B4.7  V,,,,,,6.889505556,157.0295,,6.889505556,157.0295
RS 1234-340-3-182-76,,,,22,24,34.93,22.40970278,-1,-6,45,44.68,-6.762411111,,-1.6,292.66,5.73,B1.9 V,,,,,,6.762411111,156.1455417,,6.762411111,156.1455417
RS 1234-340-3-182-27,,,,22,18,2.26,22.30062778,-1,-8,26,47.2,-8.446444444,,-0.31,167.14,5.81,B7.1 V,,,,,,8.446444444,154.5094167,,8.446444444,154.5094167
RS 1234-340-3-182-139,,,,21,34,34.9,21.57636111,-1,-6,52,55.91,-6.882197222,,-1.37,212.2,5.26,B2.8 V,,,,,,6.882197222,143.6454167,,6.882197222,143.6454167
RS 1234-340-3-182-190,,,,21,25,6.19,21.41838611,-1,-8,44,4.94,-8.734705556,,-1.22,282.73,6.04,B3.4 V,,,,,,8.734705556,141.2757917,,8.734705556,141.2757917
RS 1234-340-3-182-155,,,,21,12,0.64,21.20017778,-1,-6,7,44.29,-6.128969444,,-1.17,168.05,4.96,B3.7 V,,,,,,6.128969444,138.0026667,,6.128969444,138.0026667
RS 1234-340-2-50-77,,,,20,58,19.54,20.97209444,-1,-3,29,13.93,-3.487202778,,-1.9,269.16,5.25,B0.7 V,,,,,,3.487202778,134.5814167,,3.487202778,134.5814167
RS 1234-340-3-182-141,,,,20,50,6.36,20.8351,-1,-5,26,19.94,-5.438872222,,-1.54,379.65,6.36,B2.2 V,,,,,,5.438872222,132.5265,,5.438872222,132.5265
RS 1234-340-4-3216-26,,,,20,36,14.22,20.60395,-1,0,58,18.42,-0.971783333,,0.04,179.85,6.31,B8.5 V,,,,,,0.971783333,129.05925,,0.971783333,129.05925
RS 1234-340-3-400-90,,,,20,40,2.01,20.667225,-1,-5,16,33.51,-5.275975,,-0.27,169.4,5.87,B7.3 V,,,,,,5.275975,130.008375,,5.275975,130.008375
RS 1234-340-3-182-29,,,,20,31,49.63,20.53045278,-1,-8,28,29.9,-8.474972222,,-1.5,193.3,4.93,B2.3 V,,,,,,8.474972222,127.9567917,,8.474972222,127.9567917
RS 1234-340-3-400-83,,,,20,25,41.72,20.42825556,-1,-6,55,39.25,-6.927569444,,-0.33,175.49,5.89,B7 V,,,,,,6.927569444,126.4238333,,6.927569444,126.4238333
RS 1234-340-2-50-26,,,,20,19,53.02,20.33139444,-1,-1,59,34.26,-1.99285,,-1.94,263.94,5.17,B0.6 V,,,,,,1.99285,124.9709167,,1.99285,124.9709167
RS 1234-340-4-3202-22,,,,19,40,32.26,19.67562778,-1,-5,38,49.2,-5.647,,0.06,108.76,5.24,B8.5 V,,,,,,5.647,115.1344167,,5.647,115.1344167
RS 1234-340-4-3202-218,,,,19,38,32.26,19.64229444,-1,-7,24,34.41,-7.409558333,,0.12,148.09,5.97,B8.8 V,,,,,,7.409558333,114.6344167,,7.409558333,114.6344167
RS 1234-340-3-400-92,,,,19,27,13.89,19.45385833,-1,-1,3,42.47,-1.061797222,,-0.57,105.8,4.55,B6 V,,,,,,1.061797222,111.807875,,1.061797222,111.807875
RS 1234-340-4-3202-124,,,,18,45,59.89,18.76663611,-1,-5,59,16.89,-5.988025,,0.15,105.87,5.27,B8.9 V,,,,,,5.988025,101.4995417,,5.988025,101.4995417
RS 1234-340-4-3203-5,,,,17,39,21.23,17.65589722,-1,-1,5,18.47,-1.088463889,,0.15,180.63,6.43,B8.9 V,,,,,,1.088463889,84.83845833,,1.088463889,84.83845833
RS 1234-340-3-400-54,,,,17,27,27.37,17.45760278,-1,-3,36,44.21,-3.612280556,,-0.65,164.22,5.43,B5.7 V,,,,,,3.612280556,81.86404167,,3.612280556,81.86404167
RS 1234-340-3-400-14,,,,17,2,5.41,17.03483611,-1,-1,55,8.6,-1.919055556,,-1.03,244.83,5.91,B4.2 V,,,,,,1.919055556,75.52254167,,1.919055556,75.52254167
RS 1234-340-3-400-3,,,,17,16,52.03,17.28111944,-1,-5,32,24.24,-5.540066667,,-1.57,200.86,4.94,B2.1 V,,,,,,5.540066667,79.21679167,,5.540066667,79.21679167
RS 1234-340-3-400-39,,,,17,0,19.87,17.00551944,-1,-8,36,27.9,-8.60775,,-1.27,188.23,5.10,B3.3 V,,,,,,8.60775,75.08279167,,8.60775,75.08279167
RS 1234-340-4-3201-13,,,,16,16,5.39,16.26816389,-1,-3,48,17.3,-3.804805556,,-0.16,173.39,6.04,B7.7 V,,,,,,3.804805556,64.02245833,,3.804805556,64.02245833
RS 1234-340-4-3203-27,,,,17,39,22.23,17.656175,-1,-9,15,31.97,-9.258880556,,-0.13,183.62,6.19,B7.8 V,,,,,,9.258880556,84.842625,,9.258880556,84.842625
RS 1234-340-3-400-64,,,,15,40,57.39,15.68260833,-1,0,5,49.87,-0.097186111,,-0.42,113.18,4.85,B6.6 V,,,,,,0.097186111,55.239125,,0.097186111,55.239125
RS 1234-340-3-400-8,,,,15,55,42.19,15.92838611,-1,-7,19,29.91,-7.324975,,-1.13,147.85,4.72,B3.8 V,,,,,,7.324975,58.92579167,,7.324975,58.92579167
RS 1234-340-4-3201-26,,,,15,40,58.32,15.68286667,-1,-8,1,18.74,-8.021872222,,0.18,169.64,6.33,B9 V,,,,,,8.021872222,55.243,,8.021872222,55.243
RS 1234-340-3-400-72,,,,15,41,49.85,15.69718056,-1,-8,16,47.34,-8.279816667,,-0.29,106.92,4.86,B7.2 V,,,,,,8.279816667,55.45770833,,8.279816667,55.45770833
RS 1234-340-2-50-76,,,,15,0,11.62,15.00322778,-1,-7,27,18.7,-7.455194444,,-1.88,116.83,3.46,B0.8 V,,,,,,7.455194444,45.04841667,,7.455194444,45.04841667
RS 1234-340-4-3200-142,,,,14,42,20.62,14.70572778,-1,-2,15,38.17,-2.260602778,,0.3,133.55,5.93,B9.5 V,,,,,,2.260602778,40.58591667,,2.260602778,40.58591667
RS 1234-340-4-3200-3,,,,14,24,43.96,14.41221111,-1,0,24,31.86,-0.40885,,0.24,158.88,6.25,B9.3 V,,,,,,0.40885,36.18316667,,0.40885,36.18316667
RS 1234-340-4-3200-18,,,,14,1,36.38,14.02677222,-1,-1,37,58.84,-1.633011111,,0.12,148.25,5.97,B8.8 V,,,,,,1.633011111,30.40158333,,1.633011111,30.40158333
RS 1234-340-3-386-73,,,,13,26,20.33,13.43898056,-1,-3,12,59.71,-3.216586111,,-1.55,337.79,6.09,B2.1 V,,,,,,3.216586111,21.58470833,,3.216586111,21.58470833
RS 1234-340-3-386-12,,,,13,10,17.75,13.17159722,-1,-3,11,53.6,-3.198222222,,-1.48,328.21,6.10,B2.4 V,,,,,,3.198222222,17.57395833,,3.198222222,17.57395833
